Feature,Mean,Std Dev,Min Val,Max Val,25 Percentile,50 Percentile,75 Percentile
21,0.028062400735294115,0.24173128080715292,-0.951796,2.0,-0.03810325,0.0227755,0.09638574999999999
22,0.019720294117647065,0.2683045532081039,-1.541347,2.0,-0.02838375,0.0271225,0.08728875
23,0.03734454411764706,0.29408999010531645,-2.0,2.0,-0.041608,0.0362705,0.13539025000000002
24,0.011539202205882356,0.3117582820236619,-2.0,2.0,-0.0374425,0.040186,0.11394225
25,0.05690390441176471,0.3221583529884315,-2.0,2.0,-0.01540075,0.0633475,0.14531824999999998
26,-0.05889636029411765,0.29359663524619095,-2.0,0.42875,-0.185033,-0.011513,0.1122715
27,0.00907204411764706,0.32697150129138275,-1.372153,2.0,-0.09413099999999999,0.006488,0.0841165
28,-0.005029437499999998,0.2808670046326023,-0.659827,2.0,-0.11747025,-0.025906,0.052331249999999996
29,0.01823544485294118,0.24505809808833787,-0.843492,2.0,-0.07589675,0.010675,0.0835905
30,-0.08109579044117649,0.3157685796402696,-0.899504,0.785357,-0.26874775,-0.08089350000000001,0.12082975
31,-0.014479536764705885,0.2907012516535613,-2.0,2.0,-0.041486,0.007307,0.0494565
32,0.010439069852941176,0.2525192483950166,-1.891713,2.0,-0.03668325,0.021968500000000002,0.06549724999999999
33,-0.1112187830882353,0.3051979723008289,-0.836521,0.854335,-0.31584300000000004,-0.150881,0.08976200000000001
34,0.08922784558823531,0.24429205166023282,-1.517094,2.0,-0.009493499999999998,0.0787155,0.18690625
